npi,name,credential,taxonomy_code,taxonomy_name,city,state,zip,service_category,county_fips,county_name
1831650936,CAROLYN ALDENDAIL,MD,2084N0402X,Child Neurology,KERNERSVILLE,NC,27284,Pediatric Neurology,37067,Forsyth County
1619474012,JAMIE ALDRIDGE,PA-C,2084N0402X,Child Neurology,GREENSBORO,NC,27401,Pediatric Neurology,37081,Guilford County
1649614405,HALLEY ALEXANDER,M.D.,2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1598795635,KADRY ALLABOUN,MD,2084N0402X,Child Neurology,MORGANTON,NC,28655,Pediatric Neurology,37023,Burke County
1043828759,BRIDGET ALLAN,"PT,DPT",2084N0402X,Child Neurology,DURHAM,NC,27705,Pediatric Neurology,37063,Durham County
1982041778,TRISTIN ALLEN,M.D.,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1538377981,SHELTON ALLISON,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28210,Pediatric Neurology,37119,Mecklenburg County
1306053640,JORGE ALMODOVAR SUAREZ,MD,2084N0402X,Child Neurology,CHAPEL HILL,NC,27599,Pediatric Neurology,37135,Orange County
1215463542,HUSSEIN ALSHAMMARI,MD,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1720161011,MICHAEL AMIRI,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28211,Pediatric Neurology,37119,Mecklenburg County
1881835403,BALA AMMISETTI,MD,2084N0402X,Child Neurology,FAYETTEVILLE,NC,28301,Pediatric Neurology,37051,Cumberland County
1326939661,AMANDA AMODEO,DPT,2084N0402X,Child Neurology,CHARLOTTE,NC,28203,Pediatric Neurology,37119,Mecklenburg County
1841321874,ELLEN ANDREWS,M.D.,2084N0402X,Child Neurology,PINEHURST,NC,28374,Pediatric Neurology,37125,Moore County
1336883073,SERGEY ANTIPENKO,"MD, PhD",2084N0402X,Child Neurology,CHAPEL HILL,NC,27517,Pediatric Neurology,37037,Chatham County
1679755151,BENJAMIN ANYANWU,MD,2084N0402X,Child Neurology,HIGH POINT,NC,27262,Pediatric Neurology,37081,Guilford County
1306830286,MICHAEL APOSTOLOU,MD,2084N0402X,Child Neurology,NEW BERN,NC,28562,Pediatric Neurology,37049,Craven County
1942255146,MICHAEL APPLEGATE,MD,2084N0402X,Child Neurology,ASHEBORO,NC,27203,Pediatric Neurology,37151,Randolph County
1316147150,KAREN AQUINO,M.D.,2084N0402X,Child Neurology,GREENSBORO,NC,27401,Pediatric Neurology,37081,Guilford County
1265692073,JOHNY ARDELJAN,DO,2084N0402X,Child Neurology,WILMINGTON,NC,28401,Pediatric Neurology,37129,New Hanover County
1497146203,ELIZABETH ARDOIN,"MS, PT",2084N0402X,Child Neurology,BOONE,NC,28607,Pediatric Neurology,37189,Watauga County
1124315411,ERIC AREHART,M.D.,2084N0402X,Child Neurology,CHAPEL HILL,NC,27516,Pediatric Neurology,37135,Orange County
1518945617,ROBERT ARMSTRONG,MD,2084N0402X,Child Neurology,ASHEVILLE,NC,28806,Pediatric Neurology,37021,Buncombe County
1144277930,GERALD ARONOFF,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28211,Pediatric Neurology,37119,Mecklenburg County
1558867721,BROOKE ASEMOTA,MD,2084N0402X,Child Neurology,DURHAM,NC,27705,Pediatric Neurology,37063,Durham County
1306896592,KENNETH ASHKIN,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28210,Pediatric Neurology,37119,Mecklenburg County
1952090813,BURCU ASMA,MD,2084N0402X,Child Neurology,CHAPEL HILL,NC,27517,Pediatric Neurology,37037,Chatham County
1811943343,SAIMA ATHAR,"M.D,  PhD",2084N0402X,Child Neurology,GREENSBORO,NC,27405,Pediatric Neurology,37081,Guilford County
1336431451,ADAM AUBUCHON,M.D.,2084N0402X,Child Neurology,HIGH POINT,NC,27262,Pediatric Neurology,37081,Guilford County
1336553163,CHRISTIAN BACHELER,,2084N0402X,Child Neurology,FAYETTEVILLE,NC,28304,Pediatric Neurology,37051,Cumberland County
1972954402,VIRGINIA BAKER,MD,2084N0402X,Child Neurology,CAMP LEJEUNE,NC,28547,Pediatric Neurology,37133,Onslow County
1396993184,NIKHIL BALAKRISHNAN,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28262,Pediatric Neurology,37119,Mecklenburg County
1659772069,MATTHEW BANKS,DO,2084N0402X,Child Neurology,FAYETTEVILLE,NC,28304,Pediatric Neurology,37051,Cumberland County
1245658756,TAMARA BARGHOUTHI,MD,2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1700413440,KRISTIN BARTMAN,MD,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1932632262,IAN BASTIAN,MD,2084N0402X,Child Neurology,FORT LIBERTY,NC,28310,Pediatric Neurology,37051,Cumberland County
1053756577,JAMES BATEMAN,"MD, MPH",2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1598963472,VANESSA BAUTE,,2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1053379487,ANDREW BECKER,MD,2084N0402X,Child Neurology,GASTONIA,NC,28054,Pediatric Neurology,37071,Gaston County
1770598575,TIBOR BECSKE,M.D.,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1851489363,RICHARD BEDLACK,M.D. Ph.D.,2084N0402X,Child Neurology,DURHAM,NC,27705,Pediatric Neurology,37063,Durham County
1205940244,NANCY BEHRENS,MD,2084N0402X,Child Neurology,HIGH POINT,NC,27262,Pediatric Neurology,37081,Guilford County
1194384024,ULIND BEJLERI,DO,2084N0402X,Child Neurology,WINSTON SALEM,NC,27103,Pediatric Neurology,37067,Forsyth County
1639533870,JEREMIAH BELL,M.D.,2084N0402X,Child Neurology,GREENVILLE,NC,27834,Pediatric Neurology,37147,Pitt County
1528044609,WILLIAM BELL,MD,2084N0402X,Child Neurology,GREENVILLE,NC,27834,Pediatric Neurology,37147,Pitt County
1750313334,GREGORY BERTICS,M.D.,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1013335629,JASON BETHEA,M.D.,2084N0402X,Child Neurology,MATTHEWS,NC,28105,Pediatric Neurology,37119,Mecklenburg County
1336107333,RICHARD BEY,MD,2084N0402X,Child Neurology,WINSTON SALEM,NC,27101,Pediatric Neurology,37067,Forsyth County
1699816017,LIYA BEYDERMAN,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28210,Pediatric Neurology,37119,Mecklenburg County
1518036508,JOHN BEYER,M.D.,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1891229449,SRISHTI BHAGAT,M.D.-Ph.D.,2084N0402X,Child Neurology,GREENSBORO,NC,27401,Pediatric Neurology,37081,Guilford County
1851820567,NEIL BHATHELA,DO,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1821763046,AABISHKAR BHATTARAI,,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1760768337,DARELL BIGNER,"M.D., Ph.D.",2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1891324331,JOHN BIRELEY,MD,2084N0402X,Child Neurology,CARY,NC,27519,Pediatric Neurology,37183,Wake County
1073139622,SIMA BISWAS,MD,2084N0402X,Child Neurology,HIGH POINT,NC,27262,Pediatric Neurology,37081,Guilford County
1427217595,MELANIE BLACKER,,2084N0402X,Child Neurology,PINEHURST,NC,28374,Pediatric Neurology,37125,Moore County
1285583922,CORTNEY BLAKE,"DC, DACNB",2084N0402X,Child Neurology,RALEIGH,NC,27615,Pediatric Neurology,37183,Wake County
1841349859,ROBERT BLESSING,N.P.,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1639149693,RUSS BODNER,MD,2084N0402X,Child Neurology,CONCORD,NC,28025,Pediatric Neurology,37025,Cabarrus County
1245200294,JANE BOGGS,MD,2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1124349154,WILLIAM BOLES,MD,2084N0402X,Child Neurology,WILMINGTON,NC,28401,Pediatric Neurology,37129,New Hanover County
1659322691,MOHAMMAD BOLOURI,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28270,Pediatric Neurology,37119,Mecklenburg County
1962497321,DANIEL BONTHIUS,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28203,Pediatric Neurology,37119,Mecklenburg County
1275926438,KATHRYN BOOTH,"PT, DPT, NCS",2084N0402X,Child Neurology,BOONE,NC,28607,Pediatric Neurology,37189,Watauga County
1336199587,THOR BORRESEN,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28203,Pediatric Neurology,37119,Mecklenburg County
1558368936,SUSAN BOUTILIER,M.D.,2084N0402X,Child Neurology,GREENVILLE,NC,27834,Pediatric Neurology,37147,Pitt County
1285705525,LESLIE BOYCE,MD,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1508956566,LARRY BOYLES,M.D.,2084N0402X,Child Neurology,HICKORY,NC,28601,Pediatric Neurology,37035,Catawba County
1588606982,ANDREA BOZOKI,M.D.,2084N0402X,Child Neurology,CHAPEL HILL,NC,27517,Pediatric Neurology,37037,Chatham County
1225142540,WILLIAM BRADY,MD,2084N0402X,Child Neurology,WINSTON-SALEM,NC,27103,Pediatric Neurology,37067,Forsyth County
1316018732,THOMAS BRAUN,MD,2084N0402X,Child Neurology,CHAPEL HILL,NC,27599,Pediatric Neurology,37135,Orange County
1457343337,ANDREW BRAUNSTEIN,D.O.,2084N0402X,Child Neurology,MOORESVILLE,NC,28117,Pediatric Neurology,37097,Iredell County
1508950114,ANTHONY BREUER,M.D.,2084N0402X,Child Neurology,GREENVILLE,NC,27834,Pediatric Neurology,37147,Pitt County
1689721896,ANN BREWER,M.D.,2084N0402X,Child Neurology,ALBEMARLE,NC,28001,Pediatric Neurology,37167,Stanly County
1679929129,KATELYN BRICKER,M.D.,2084N0402X,Child Neurology,CHAPEL HILL,NC,27514,Pediatric Neurology,37135,Orange County
1962629139,GEORGI BROCKWAY,MD,2084N0402X,Child Neurology,CONCORD,NC,28025,Pediatric Neurology,37025,Cabarrus County
1558943548,KELBY BROWN,MD,2084N0402X,Child Neurology,CHAPEL HILL,NC,27514,Pediatric Neurology,37135,Orange County
1720114473,NINA BROWNER,M.D.,2084N0402X,Child Neurology,CHAPEL HILL,NC,27599,Pediatric Neurology,37135,Orange County
1083693964,ALTON BRYANT,MD,2084N0402X,Child Neurology,WINSTON SALEM,NC,27103,Pediatric Neurology,37067,Forsyth County
1528141769,JAMES BURKE,,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1639550452,NINA-SERENA BURKETT,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28207,Pediatric Neurology,37119,Mecklenburg County
1437231685,CHERYL BUSHNELL,M.D.,2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1578819280,KAREN BUTLER,PT,2084N0402X,Child Neurology,MORRISVILLE,NC,27560,Pediatric Neurology,37183,Wake County
1295884740,DALJIT BUTTAR,M.D.,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1295854057,KARA CAIN,DPT,2084N0402X,Child Neurology,WILMINGTON,NC,28403,Pediatric Neurology,37129,New Hanover County
1538726195,ZAHRA CAIN-AKBAR,DO,2084N0402X,Child Neurology,DUNN,NC,28334,Pediatric Neurology,37163,Sampson County
1760554257,ANNE CALHOUN,md,2084N0402X,Child Neurology,DURHAM,NC,27713,Pediatric Neurology,37063,Durham County
1235116880,JOEL CALLAHAN,M.D,2084N0402X,Child Neurology,ARDEN,NC,28704,Pediatric Neurology,37021,Buncombe County
1821595760,LISA CALVO,MD,2084N0402X,Child Neurology,CHAPEL HILL,NC,27599,Pediatric Neurology,37135,Orange County
1083102453,AMADOU CAMARA,MD,2084N0402X,Child Neurology,DURHAM,NC,27705,Pediatric Neurology,37063,Durham County
1902829898,OSVALDO CAMILO,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28207,Pediatric Neurology,37119,Mecklenburg County
1770771529,DUANE CAMPBELL,MD,2084N0402X,Child Neurology,SALISBURY,NC,28144,Pediatric Neurology,37159,Rowan County
1790003515,ROBERT CARLSON,MPT,2084N0402X,Child Neurology,FORT BRAGG,NC,28310,Pediatric Neurology,37051,Cumberland County
1003845363,KENNETH CARNES,M.D.,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1437441052,MATTHEW CARRARO,M.D.,2084N0402X,Child Neurology,CHARLOTTE,NC,28287,Pediatric Neurology,,
1417987827,MICHAEL CARTWRIGHT,MD,2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1942187869,BRIANA CASADAY,"PT, DPT, NCS",2084N0402X,Child Neurology,MOORESVILLE,NC,28115,Pediatric Neurology,37097,Iredell County
1427266709,MARK CASTLEBERRY,PT,2084N0402X,Child Neurology,LEXINGTON,NC,27292,Pediatric Neurology,37057,Davidson County
1629481577,PAOLA CASTRI,"M.D., Ph.D.",2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1780079566,CHRISTINA CATHERINE,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1710954359,ARISTIDES CHACONAS,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28211,Pediatric Neurology,37119,Mecklenburg County
1700836681,DANIEL CHAMPEY,MD,2084N0402X,Child Neurology,POLLOCKSVILLE,NC,28573,Pediatric Neurology,37103,Jones County
1992775357,DAVID CHANDRAN,MD,2084N0402X,Child Neurology,BUTNER,NC,27509,Pediatric Neurology,37077,Granville County
1023170271,CHERYLEE CHANG,,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1104821529,SAMPATH CHARYA,M.D.,2084N0402X,Child Neurology,FAYETTEVILLE,NC,28301,Pediatric Neurology,37051,Cumberland County
1043224504,CHIH-CHENG CHEN,MD,2084N0402X,Child Neurology,WILMINGTON,NC,28401,Pediatric Neurology,37129,New Hanover County
1194764092,JAUHTAI CHENG,M.D.,2084N0402X,Child Neurology,SALISBURY,NC,28144,Pediatric Neurology,37159,Rowan County
1780798652,JOHN CHEWNING,M.D.,2084N0402X,Child Neurology,WINSTON SALEM,NC,27103,Pediatric Neurology,37067,Forsyth County
1346323599,VANI CHILUKURI,M.D.,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1881126555,JENNIFER CHIMA,MD,2084N0402X,Child Neurology,GREENSBORO,NC,27405,Pediatric Neurology,37081,Guilford County
1275601833,GIRIDHAR CHINTALAPUDI,M.D.,2084N0402X,Child Neurology,PINEHURST,NC,28374,Pediatric Neurology,37125,Moore County
1659420669,SUSAN CHIOFFI,N.P.,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1871756759,JOSEPH CHIPMAN,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28207,Pediatric Neurology,37119,Mecklenburg County
1306394341,ASHLEY CLEARY,DPT,2084N0402X,Child Neurology,RALEIGH,NC,27610,Pediatric Neurology,37183,Wake County
1710766886,BAILEY CLONINGER,,2084N0402X,Child Neurology,HIGH POINT,NC,27262,Pediatric Neurology,37081,Guilford County
1518303981,STEPHEN COCKBURN,MD,2084N0402X,Child Neurology,KERNERSVILLE,NC,27284,Pediatric Neurology,37067,Forsyth County
1124176664,JAMES COIN,M.D.,2084N0402X,Child Neurology,WILMINGTON,NC,28403,Pediatric Neurology,37129,New Hanover County
1003830399,JOHN COLLINS,M.D.,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1699858845,TIMOTHY COLLINS,M.D.,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1205287760,NICHOLAS COMAN,MD,2084N0402X,Child Neurology,WINSTON SALEM,NC,27103,Pediatric Neurology,37067,Forsyth County
1760802540,DIEGO CONDES DIEZ MARTINEZ,M.D.,2084N0402X,Child Neurology,GREENVILLE,NC,27834,Pediatric Neurology,37147,Pitt County
1457321978,CHRISTOPHER CONNELLY,MD,2084N0402X,Child Neurology,CONCORD,NC,28025,Pediatric Neurology,37025,Cabarrus County
1346289402,RYAN CONRAD,M.D.,2084N0402X,Child Neurology,MOORESVILLE,NC,28117,Pediatric Neurology,37097,Iredell County
1205991502,JILL CONWAY,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28210,Pediatric Neurology,37119,Mecklenburg County
1730482290,SARAH COOK,PhD,2084N0402X,Child Neurology,DURHAM,NC,27705,Pediatric Neurology,37063,Durham County
1235450396,JEFFREY COONEY,MD,2084N0402X,Child Neurology,DURHAM,NC,27705,Pediatric Neurology,37063,Durham County
1356436745,JAMES COOPER,M.D.,2084N0402X,Child Neurology,GREENVILLE,NC,27858,Pediatric Neurology,37147,Pitt County
1295763746,ARDITH COURTNEY,DO,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1174535082,WILLIAM CRAVEN,MD,2084N0402X,Child Neurology,WILSON,NC,27893,Pediatric Neurology,37195,Wilson County
1609308451,ERIC CREED,DO,2084N0402X,Child Neurology,CHAPEL HILL,NC,27599,Pediatric Neurology,37135,Orange County
1861732596,KAREN CRILLY,"PT, MAPT, DPT",2084N0402X,Child Neurology,CORNELIUS,NC,28031,Pediatric Neurology,37119,Mecklenburg County
1851650055,JAMES CRISP,M.D.,2084N0402X,Child Neurology,WINSTON-SALEM,NC,27157,Pediatric Neurology,,
1740259225,JEFFREY CRITTENDEN,MD,2084N0402X,Child Neurology,BOONE,NC,28607,Pediatric Neurology,37189,Watauga County
1730122565,GILES CROWELL,MD,2084N0402X,Child Neurology,WINSTON-SALEM,NC,27103,Pediatric Neurology,37067,Forsyth County
1023297769,CRISTINA CRUZ-CRESPO,MD,2084N0402X,Child Neurology,FORT BRAGG,NC,28310,Pediatric Neurology,37051,Cumberland County
1962432716,MARC D'ANGELO,M.D.,2084N0402X,Child Neurology,WILMINGTON,NC,28412,Pediatric Neurology,37129,New Hanover County
1053482380,O'NEILL D'CRUZ,MD,2084N0402X,Child Neurology,CHAPEL HILL,NC,27599,Pediatric Neurology,37135,Orange County
1407350788,BRIAN DAHLBEN,MD,2084N0402X,Child Neurology,DURHAM,NC,27705,Pediatric Neurology,37063,Durham County
1811488455,SIDDHARTH DALAL,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1619316650,ALI DANESHMAND,M.D.,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1477874618,JESSICA DANISON,D.O.,2084N0402X,Child Neurology,PINEHURST,NC,28374,Pediatric Neurology,37125,Moore County
1720217102,MOHIT DATTA,M.D.,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1053739730,AJAL DAVE,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1972735090,HEATHER DAVENPORT,PT,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1558393140,THOMAS DAVIS,P.T.,2084N0402X,Child Neurology,RALEIGH,NC,27607,Pediatric Neurology,37183,Wake County
1265496798,WILLIAM DAWSON,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1932163516,USHA DAYAL,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28277,Pediatric Neurology,37119,Mecklenburg County
1619085545,ALFRED DE MARIA,MD,2084N0402X,Child Neurology,WILMINGTON,NC,28401,Pediatric Neurology,37129,New Hanover County
1902832850,JOAN DEAN,MD,2084N0402X,Child Neurology,WINSTON SALEM,NC,27103,Pediatric Neurology,37067,Forsyth County
1720072440,WILLIAM DEANS,MD,2084N0402X,Child Neurology,ROCKY MOUNT,NC,27804,Pediatric Neurology,37127,Nash County
1730403353,DAMON DELEON,MD,2084N0402X,Child Neurology,ASHEVILLE,NC,28801,Pediatric Neurology,37021,Buncombe County
1861418733,JOHN DELLABADIA,M.D.,2084N0402X,Child Neurology,DURHAM,NC,27704,Pediatric Neurology,37063,Durham County
1518976729,MOHAN DEOCHAND,MD,2084N0402X,Child Neurology,SANFORD,NC,27330,Pediatric Neurology,37105,Lee County
1386031441,NINAD DESAI,,2084N0402X,Child Neurology,RALEIGH,NC,27609,Pediatric Neurology,37183,Wake County
1811948029,URVI DESAI,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28207,Pediatric Neurology,37119,Mecklenburg County
1770764060,ALLEN DESENA,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1326122235,ANNICK DESJARDINS,M.D.,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1164633913,RUT DHOLAKIA,M.D.,2084N0402X,Child Neurology,RAEFORD,NC,28376,Pediatric Neurology,37093,Hoke County
1336568757,MONICA DIAZ,"M.D., M.S.",2084N0402X,Child Neurology,CHAPEL HILL,NC,27599,Pediatric Neurology,37135,Orange County
1760436893,STEVEN DIBERT,MD,2084N0402X,Child Neurology,GASTONIA,NC,28054,Pediatric Neurology,37071,Gaston County
1548223027,ANDREA DIEDRICH,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1144216581,JOHN DIFINI,MD,2084N0402X,Child Neurology,CAMP LEJEUNE,NC,28547,Pediatric Neurology,37133,Onslow County
1437324951,DAN-ANDREI DIMITRIU,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1588620066,CARMEN DOHMEIER,M.D.,2084N0402X,Child Neurology,GREENSBORO,NC,27405,Pediatric Neurology,37081,Guilford County
1801943766,RACHEL DOLHUN,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28203,Pediatric Neurology,37119,Mecklenburg County
1225449069,JUNLING DONG,DO,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1437444346,MEGAN DONNELLY,D.O.,2084N0402X,Child Neurology,CHARLOTTE,NC,28211,Pediatric Neurology,37119,Mecklenburg County
1578948550,AUBRY DONOGHUE,NP-C,2084N0402X,Child Neurology,ASHEVILLE,NC,28803,Pediatric Neurology,37021,Buncombe County
1740210426,KOFI DOONQUAH,M.D.,2084N0402X,Child Neurology,REIDSVILLE,NC,27320,Pediatric Neurology,37157,Rockingham County
1770699712,VICTOR DOSTROW,MD,2084N0402X,Child Neurology,ASHEVILLE,NC,28805,Pediatric Neurology,37021,Buncombe County
1700511169,CORBIN DOTSON,"PT, DPT",2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1790340560,CARA DOYLE,DO,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1467451815,WILLIAM DREW,MD,2084N0402X,Child Neurology,ELKIN,NC,28621,Pediatric Neurology,37171,Surry County
1487202784,THOMAS DREYER,PA-C,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1144220161,GARY DUBISKY,DO,2084N0402X,Child Neurology,GASTONIA,NC,28054,Pediatric Neurology,37071,Gaston County
1164414819,CRAIG DUBOIS,M.D.,2084N0402X,Child Neurology,MOORESVILLE,NC,28117,Pediatric Neurology,37097,Iredell County
1932637568,IRENA DUJMOVIC BASUROSKI,M.D.,2084N0402X,Child Neurology,CHAPEL HILL,NC,27517,Pediatric Neurology,37037,Chatham County
1487658233,CECIL DURHAM,md,2084N0402X,Child Neurology,ASHEVILLE,NC,28803,Pediatric Neurology,37021,Buncombe County
1003023201,CHRISTOPHER ECKSTEIN,MD,2084N0402X,Child Neurology,DURHAM,NC,27710,Pediatric Neurology,,
1912171398,NADA EL HUSSEINI,MD,2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1144647041,AMAL ELHAJ,MD,2084N0402X,Child Neurology,BELMONT,NC,28012,Pediatric Neurology,37071,Gaston County
1952657363,RODERICK ELIAS,MD,2084N0402X,Child Neurology,HUNTERSVILLE,NC,28078,Pediatric Neurology,37119,Mecklenburg County
1801056247,PRABHU EMMADY,MD,2084N0402X,Child Neurology,CONCORD,NC,28025,Pediatric Neurology,37025,Cabarrus County
1861406134,MATTHEW ENGELBRECHT,M.D.,2084N0402X,Child Neurology,ASHEVILLE,NC,28806,Pediatric Neurology,37021,Buncombe County
1205049533,DANIELLE ENGLERT DOGGETT,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28207,Pediatric Neurology,37119,Mecklenburg County
1649256223,DAVID EPSTEIN,MD,2084N0402X,Child Neurology,CHARLOTTE,NC,28204,Pediatric Neurology,37119,Mecklenburg County
1063692721,ANDREW EVANS,M.D.,2084N0402X,Child Neurology,WINSTON SALEM,NC,27103,Pediatric Neurology,37067,Forsyth County
1487658415,SUSAN EVANS,MD,2084N0402X,Child Neurology,GREENVILLE,NC,27834,Pediatric Neurology,37147,Pitt County
1972534667,MUSTAPHA EZZEDDINE,M.D.,2084N0402X,Child Neurology,WINSTON SALEM,NC,27157,Pediatric Neurology,,
1144631557,MITHILA FADIA,,2084N0402X,Child Neurology,RALEIGH,NC,27617,Pediatric Neurology,37183,Wake County
